edad,semestre,promedio,origen,genero,horas_estudio,horas_redes,horas_sueño,nivel_estres,participacion_paro,tipo_participacion,descripcion_participacion,sentimientos_paro,postura,sentimientos_finales,postura_final
23,8,8.5,puebla,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,menos de 5 horas diarias,alto,si,mesas de diálogo,,"amariliismo, noticias falsas, desinformación, desinterés. generalmente se trato de no reconocer lo que hacíamos y solo hacer caso omiso, sin mencionar la vez que la rectora llego a las 11 de la noche un domingo.",a favor,"en las misas, talvez si se lograron cosas, pero si lo ves desde la perspectiva de ellos pues fue mas que se crearon comisiones donde ellos dicen que se encargan de su trabajo. cosa que no es nuestro.",neutra
22,8,8.0,"atlixco, puebla.",masculino,menos de una hora diaria,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,si,guardias,,"fue una mezcla de emociones, entre estrés por la incertidumbre y los largos tiempos de espera para recibir respuesta de las autoridades de la universidad, pero también hubo momentos de mucha emoción por ver la union de los estudiantes, su organización y resistencia.",a favor,"me senti aliviado porque también pude reanudar mis actividades económicas, pero también con incertidumbre de saber si los acuerdos iban a cumplirse como se habían prometido y como se les daría seguimiento.",a favor
22,8,8.1,puebla ,femenino,menos de una hora diaria,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no participe ya que no estuve de acuerdo con el paro porque afectaron las clases y el desarrollo de muchos estudiantes que si querían clases presenciales.,frustrada porque por el paro mi progreso académico se vio afectado ,en contra,"un poco molesta ya que hicieron mucho movimiento para que al final las cosas siguieran normales y maestros que no son buenos siguieran dando clases como si nada, si se supone que eso era lo que se buscaba, tener mejores maestros ",en contra
21,8,8.9,izúcar de matamoros,masculino,de 1 a 3 horas diarias,más de 5 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,"de manera remota, viendo foros y publicaciones desde mi ranchito","pues la verdad como no estuve involucrado al 100, no me sentí muy afectado solo un poco por la disposición de un equipo portátil.",neutra,mejor porque básicamente regreso a clases normales y mi rutina de foráneo entonces si sentí más libertad.,neutra
22,9,8.63,puebla,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,si,asambleas,,"sentí que perdí ritmo de estudio y tiempo y que ese tiempo se pudo haber aprovechado mejor, aparte de que mi entorno no ayudó mucho.",neutra,un poco angustiado porque no aprovechamos bien el semestre aparte de las evaluaciones se juntaron.,a favor
24,8,8.2,puebla,femenino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,no participé preferí mantenerme neutral ,"frustrante ya que las clases fueron en línea y eso fue complicado porque me distraía mucho , pero a la vez fue un descanso.",neutra,aliviada ya que regrese a clases. aunque quedaron en acuerdo los cuales no se están respetando.pero pues menos presionada.,neutra
23,9,8.5,orizaba,masculino,de 1 a 3 horas diarias,más de 5 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,mucho ayuda el que no estorba,"perdí el ritmo de estudio, pero no me quejo, porque fue de ayuda para mejorar la escuela.",a favor,"devastado, tuve que regresar a puebla de inmediato.",neutra
23,8,7.9,tehuacán,masculino,menos de una hora diaria,más de 5 horas diarias,menos de 5 horas diarias,,no,otro medio,no participe ,me pareció una completa pérdida de tiempo y de recursos materiales los cuales pudieron haber sido implementados de mejor manera ,neutra,sentí un gran alivio ya que puede regresar nuevamente a convivir con mis amigos de la facultad y profesores de manera presencial ,en contra
22,8,8.6,san miguel xoxtla.pue,femenino,menos de una hora diaria,menos de una hora diaria,de 5 a 7 horas diarias,alto,no,otro medio,"la verdad no participe, solo me informaba en grupos de la facultad, para saber cuándo seria el regreso a presencial.","me sentía muy abrumada, ya que me gusta estar en la institución y valoro mucho mis clases.
estaba de acuerdo con el paro porque entiendo la importancia de alzar la voz por causas justas.
sin embargo, no lo apoyé directamente por miedo a tener faltas o enfrentar algún problema académico.",neutra,"al finalizar el paro, sentí alivio de poder regresar a clases y retomar mi rutina académica.
también reflexioné sobre la importancia de expresar nuestras opiniones sin temor.
comprendí que es posible apoyar una causa desde distintos espacios y formas de participación.
",neutra
21,8,8.3,tenosique,masculino,menos de una hora diaria,de 1 a 3 horas diarias,de 7 a 9 horas diarias,,no,otro medio,no participe ,me sentí un poco desfasado de mis actividades ya que me retardaron las evaluaciones pero ayudaron a platicar cosas sobre cómo se sienten los estudiantes ,neutra,sentí gran felicidad ya que todo volvió a la normalidad y pudimos tener un avance en la progresión social de la universidad ,neutra
22,8,8.1,puebla ,femenino,menos de una hora diaria,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no participe,frustrada porque afectaron mi avance académico ,en contra,un poco molesta porque no veo que de verdad haya un cambio en la facultad y en el ámbito académico ,en contra
22,8,8.5,puebla ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,informándome ,el movimiento era necesario ya que la facultad estaba muy descuidada en aspectos de infraestructura y programas ,a favor,pues un cambio necesario ya que se están viendo los cambios a favor y a beneficio de la comunidad estudiantil ,a favor
25,9,8.1,córdoba,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,alto,no,otro medio,"no participe en el paro estudiantil, solo me mantuve al margen",fue un poco frustrante porque algunos trámites que iba a realizar se atrasaron y no pude concluirlos. pero entendía el motivo por el cual los compañeros alumnos se estaban manifestando.,neutra,me gustó volver a la universidad de manera presencial y poder continuar con mis clases. también esperando que se cumplan con las exigencias establecidas en el paro,neutra
26,6,8.5,puebla pue.,masculino,de 1 a 3 horas diarias,menos de una hora diaria,menos de 5 horas diarias,alto,si,otro medio,entregue priviciones,empatia con los intereses de otros compañeros de otros facultades con necesidades mas urgentes,neutra,con incertidumbre,neutra
23,7,8.1,puebla,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,solo informándome con la situación,extraño,neutra,pues neutral,neutra
25,8,8.5,puebla,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no participe,sinceramente me fue muy indeferente el movimiento estudiantil. por un lado fueron vacaciones gratis. pero por el otro lado se alargó más de lo necesario,neutra,"igual, me fue muy indeferente. no se si hubo un cambio significativo o algo grande. al menos en mi facultad no vi ni una diferencia",neutra
21,7,8.8,puebla ,femenino,de 3 a 5 horas diarias 2,de 3 a 5 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,"en el pliego petitorio, en leer lo que se estaba pidiendo","me senti enojada y frustrada por todo lo que estaba pasando en la universidad, y en como se estaba llevando a cabo la resolución del problema, además  con preocupación por los compañeros que se encontraban en las instalaciones ",neutra,"pues un poco con más calma y un poco menos de estrés, ya que se estaban logrando acuerdos favorables para mí facultad ",neutra
22,8,8.3,puebla,masculino,más de 5 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,medio,si,mesas de diálogo,,"feliz por lo que se estaba haciendo y logrando destro de toda la buap, corrigiendo y cambiando muchas cosas que hacían falta.",a favor,un poco inconforme ya que sentí que aún no era el momento o la forma de terminarlo ya que no se cumplieron demasiadas cosas que se pedían.,neutra
23,9,8.7,"xochitlan todos santos, puebla",masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 7 a 9 horas diarias,bajo,no,otro medio,quedandome en casa y no entrando a clases virtuales,"sinceramente no se como me senti, digo todo fue por asi decirlo muy rapido y muy dividido por que de un lado teniamos los medios en nuestra contra y por otro lado se tenia que defender a los compañeros para que las cosas no escalaran, fue todo muy raro",a favor,"pues para ser honesto no senti que se haya logrado mucho, se sintio  que nos dieron muy poco a comparacion de todo el esfuerzo que se hizo, tambien era un poco confuso el hecho de averirguar quienes o no nos podian brindar informacion sobre los acuerdos",neutra
21,8,9.41,ciudad de puebla,masculino,menos de una hora diaria,de 3 a 5 horas diarias,de 7 a 9 horas diarias,bajo,no,otro medio,no participe solo me limite a entrar a clases virtuales y cumplir con las tareas,"aunque lo aproveche para adelantar algunos trabajos de la universidad y poder trabajar solo me afecto en el tema del servicio social ya que en mi caso era de manera presencial para contar las horas solo en ese caso si me molesto que se tardaran tanto, fuera de eso realmente ni sabia porque estaban peleando",neutra,"como los profesores de las meterias que estoy cursando este semestre nos dieron clases virtuales y nos daban trabajos ya sea por whatsapp o por teams no nos vimos afectados en el temario, solo aliviado de que pude regresar a hacer mi servicio para no seguir atrasandome",neutra
21,5,8.0,puebla ,femenino,de 3 a 5 horas diarias 2,más de 5 horas diarias,de 5 a 7 horas diarias,alto,si,otro medio,solo traje víveres ,cansado ,a favor,insatisfecho porque realmente se perdió demasiado tiempo y no se lo gro nada ,a favor
22,8,9.32,puebla,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,menos de 5 horas diarias,alto,si,todas las anteriores,,durante el movimiento estudiantil me sentí estresado debido a la incertidumbre constante que era participar en el paro. estar en la universidad estaba lleno de incertidumbre debido a las acusaciones que realizaba tanto la rectora como el gobernador respecto a qué habían intereses ajenos en la universidad. constantemente afrontabamos el miedo de que la policía viniera y nos sacará. también enfrente mucho cansancio derivado de esto.,a favor,"me sentí más tranquilo una vez que termino debido a que ya no tenía que estar aquí todo el tiempo. además, de que se firmaron documentos dónde se promete no represalias. sin embargo, no confío en estos documentos lo cual me hace sentir ansiedad respecto al tema. en general, siento mayor tranquilidad ahora. y orgullo de que se lograron cosas en beneficios en pro de la comunidad estudiantil.",a favor
31,6,,tehuacan,masculino,de 3 a 5 horas diarias 2,de 3 a 5 horas diarias,menos de 5 horas diarias,medio,si,otro medio,aportando difusión en grupos ,agoviado y estresado ,neutra,tranquilo y nervioso ,neutra
22,8,8.9,san martin texmelucan,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,menos de 5 horas diarias,alto,no,otro medio,no participe,"incluso sin la oportunidad de haber participado en el movimiento estudiantil puedo decir que el movimiento fue una buena estrategia por parte de los estudiantes al requerir de opciones y servicios que la universidad no brindaba desde hace años, por lo que la voluntad y cooperación de los estudiantes se me hizo realmente brillante al ver como se organizaron tal cantidad de estudiantes en un plazo corto de tiempo. en lo personal me hubiera gustado participar en este movimiento que realmente beneficio a muchos.",a favor,"en la conclusion del paro me senti realmente aliviado incluso al estar a favor de este, ya que se tomo mas tiempo del necesario la universidad al no concluir el dialogo y no llegar a acuerdos en el menor tiempo posible. al finalizar el paro agradeci la escucha que hizo la universidad a los estudiantes y el regreso a clases presenciales despues de un buen tiempo (inactivos) en clases en linea.",a favor
21,8,8.9,puebla,masculino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,no participé,"considero que tenía una buena base, sin embargo, la fcc doblegó ante la presión de las autoridades, y a día de hoy, no se ha concretado lo que se solicitó en las asambleas ",en contra,"me sentí molesto, y frustrado, porque no se consiguió nada y solamente se perjudicó al personal que realiza su trabajo correctamente y a los estudiantes que estamos activamente en la institución ",neutra
22,0,7.0,morelos ,masculino,menos de una hora diaria,menos de una hora diaria,de 7 a 9 horas diarias,medio,no,otro medio,,a,neutra,bien,neutra
24,3,7.0,puebla,masculino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,no participe,a favor del paro y sus peticiones ,a favor,a la espera de que los resultados sean visibles y satisfecho por regresar a clases,a favor
22,6,8.9,puebla ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,bajo,no,otro medio,no participe,preocupación hacia el movimiento ,a favor,pues satisfecho,a favor
22,8,8.6,puebla,femenino,de 3 a 5 horas diarias 2,más de 5 horas diarias,de 5 a 7 horas diarias,medio,no,asambleas,,"durante el paro, me sentí estresada debido al acumuló de tareas y proyectos además de que las clases en línea no fueron la mejor opción y en mi estancia en mi hogar la ansiedad creció ",neutra,aliviada pero a la vez estresada esto debido a que los proyectos se acumularon y las fechas de entregas de estos se aproximaron debido al que ya va a concluir el semestre ,en contra
22,7,8.4,puebla,femenino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,menos de 5 horas diarias,alto,no,otro medio,me mantuve al tanto de la información compartida ,"me pareció un movimiento justificable, pero que a la vez tuvo muchas inconsistencias por parte de la organización y de la misma universidad.",a favor,"sentí que había más por hacer, pero por mi poca participación tampoco podía exigir.",a favor
21,6,7.8,morelos,femenino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,si,mesas de diálogo,,"me preocupaban las materias, pero se que era necesario para un cambio real",a favor,"sentí que todavía faltaban muchas cosas por realizar en el movimiento, que a los directivos solo les importaba regresar y no lo que se pedia",neutra
22,8,8.4,puebla ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,bajo,no,otro medio,cómo donante de suministros,un poco mal por la propaganda que habían en contra de los alumnos y también por las clases en línea ,neutra,bien ya que vieron una solución y por fin estábamos a regresar a clases ,neutra
20,3,9.5,chiapas ,femenino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no participe ,estuve bien ,neutra,pues tranquila al saber que regresaría a clases ,neutra
20,4,8.3,zacatlán,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,menos de 5 horas diarias,alto,si,todas las anteriores,,cansado pero con la intención de seguir con la representación y activismo por la mejora de las condiciones de estudio.,a favor,listo para regresar a clases y con ganas de participar en el seguimiento a las reformas y mejoras pendientes.,a favor
23,8,8.3,puebla ,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,,"en mi opinión, estuvo bien todo lo que se hizo ya que se dieron a conocer ciertos aspectos que se venían ignorando años atrás.",a favor,"en mi opinión, estuvo bien todo lo que se hizo, aunque aún no se han visto cambias notables",a favor
23,9,8.3,tlaxcala ,masculino,menos de una hora diaria,más de 5 horas diarias,menos de 5 horas diarias,medio,no,otro medio,no participé ,igual ,a favor,bien ,a favor
24,9,8.45,puebla ,masculino,de 1 a 3 horas diarias,más de 5 horas diarias,menos de 5 horas diarias,alto,no,otro medio,,aburrido ,neutra,liberado ya que podría terminar mi semestre correctamente ,neutra
22,8,8.0,tehuacán,masculino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,menos de 5 horas diarias,alto,si,mesas de diálogo,,siento que en un inicio había mucho desinformación al respecto debido a que no había un medio oficial que comunicara los hechos ,a favor,me sentí bien al saber que varias de nuestras peticiones hayan sido escuchadas y de alguna manera se llegara a un acuerdo mutuo,neutra
24,9,8.3,puebla,masculino,menos de una hora diaria,más de 5 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,en mi casa apoyando,representado por mis compañeros paristas,a favor,no tan satisfecho con los resultados por parte de las autoridades ,neutra
26,0,8.2,tehuacán ,masculino,de 3 a 5 horas diarias 2,más de 5 horas diarias,de 5 a 7 horas diarias,alto,si,guardias,,la verdad me sentí un poco estresado ya que estaba realizando algunos trámites para mi conclusión de prácticas profesionales entonces no tenía la manera de hacerlas,a favor,no tan calmado ya que se congelo mi tramite entonces sigo en la espera de tales documentos,a favor
19,4,9.6,puebla. pue,masculino,menos de una hora diaria,menos de una hora diaria,de 7 a 9 horas diarias,bajo,si,todas las anteriores,,"cansado, cuestionado, a veces con angustia, mal comido, mal dormido, pero optimista de un cambio en la universidad, y me sentía orgulloso de mi mismo por haber participado, y no haber estado tranquilo en mi casa.",a favor,"aliviado de por fin poder ir a descansar un poco, pero aún así pensando en el trabajo que seguiría después de entregar instalaciones.",a favor
21,6,8.8,puebla,femenino,más de 5 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,"asistí a mesas de diálogo como oyente en línea, contesté encuestas","fue un momento de recaída emocional y académica, dejé mis responsabilidades escolares a un lado y tuve que trabajar, agotador y poco productivo ",a favor,"un poco tranquila porque regresé a mi rutina normal, regresó el estrés y las tareas, volví a mi facultad y con mis amigos y compañeros",neutra
29,8,7.0,tabasco,masculino,de 1 a 3 horas diarias,menos de una hora diaria,de 5 a 7 horas diarias,medio,no,otro medio,no tuve participación ,"un poco preocupado por mi avance de materias en el curso, volver al método de clases virtuales es algo en lo que se pierde tiempo y la atención de las mismas",neutra,preocupado porque las materias perdieron avance o más bien no tuvieron avance aunque hubo clases de manera virtual. ,en contra
22,9,9.11,reynosa,masculino,menos de una hora diaria,menos de una hora diaria,de 7 a 9 horas diarias,bajo,no,otro medio,,"muy bien, porque me pude poner al corriente de mis materias. y se mejoraron algunos problemas de la facultad. ",neutra,"bien, porque hacia falta repasar algunos temas importantes en la escuela. ",neutra
22,9,8.22,san andrés calpan ,femenino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no participe ,no participe ,neutra,me sentí bien ya que en clases presenciales se entiende un poco mejor y se pone más atención. ,neutra
23,9,7.6,puebla,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,alto,si,todas las anteriores,,"parecía un apocalipsis hasta que se organizo todo, aunque en las cuestiones de los directivos parecía que no nos daban importancia y solo buscaban su conveniencia ",a favor,"un poco inconforme con los resultados pero esperanzado a qué las cosas funciones como deben en la universidad, que está deplorable",a favor
22,8,8.1,puebla,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,no participé ,considero que sentí un poco confundido ya que la organización no fue muy buena y sintió que nadie sabía que buscaba del paro o a qué querían llegar.,a favor,neutral ya que hubo varios profes que no pudieron dar clase por estás ocasiones y luego tuvieron que pedir varios trabajos de repente.,neutra
21,8,9.3,puebla ,masculino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,si,otro medio,llevando proviciones y comunicando las razones del paro estudiantil ,me sentí representado y muy contento de que los estudiantes busquen mejoras en su calidad de estudio,a favor,me senti satisfecho ,a favor
20,6,8.5,puebla,femenino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no participé,"estaba a favor del paro, había un buen punto por el cual se estaban manifestando. ",a favor,"un poco estresada ya que volveríamos a la rutina de despertar temprano, mal comer y ese tipo de cosas ",neutra
21,8,8.0,puebla,masculino,más de 5 horas diarias,de 1 a 3 horas diarias,menos de 5 horas diarias,medio,no,mesas de diálogo,,abrumado ya q se juntaron varias entregas de proyecto ,neutra,"asta cierto punto alegre ya que prefiero las clases presenciales q en línea
",neutra
24,8,8.25,"puebla, pue.",femenino,menos de una hora diaria,más de 5 horas diarias,de 7 a 9 horas diarias,alto,no,otro medio,solo estando al tanto de las noticias ,"me causo mucha incertidumbre el saber que iba a pasar, pero estaba hasta cierto punto a favor de los cambios que se pedian ",a favor,con muchas dudas y miedos,neutra
23,9,9.0,puebla,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,no tuve participacion,"relajado, las clases se fueron disminuyendo, aunque a veces muchos profesores tomaban mas de excusa el paro para hacer mas tareas que estando en presencial y poder hacer cosas practicas, pero de ahí en fuera todo tranquilo, un poco desorientado por los tiempos pero tranquilo",neutra,"no sentí cambios, simplemente dijeron lo que querían que escuchar los alumnos, aunque presionado por los tiempos ya que muchas cosas se retrasaron, también habían muchas preguntas sin responder, cambios que no se cuando se realizarían, pero mas que nada confusión",neutra
22,9,8.1,veracruz ,femenino,menos de una hora diaria,de 3 a 5 horas diarias,de 7 a 9 horas diarias,alto,no,otro medio,no participe,"apoyaba a mis compañeros, pues algunas de sus propuestas eran la realidad en la facultad ",a favor,"bien, pues ya quería regresar a clases",a favor
24,8,9.0,acatlan de osorio,masculino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,no,otro medio,no participe,"ya me queda solo un semestre, solo esperaba que el tiempo perdido no repercutiera en las calificaciones",neutra,feliz de regresar a clases,neutra
22,8,,méxico,masculino,menos de una hora diaria,más de 5 horas diarias,menos de 5 horas diarias,bajo,si,otro medio,les di una despensa así bien chida para que comieran los de economía,"no entiendo la pregunta pero voy a decir que aburrido pq estuvo muy de la chingada estar sin clases un mes pero me sentía esperanzado que mis chavos en el paro pudieran cambiar el modo de operación de la universidad, aunque la pendeja de la rectora no sirva para nada.",a favor,"que la naca pendeja estúpida de la viejita al borde de la muerte que llamamos lilia cedillo no sirve para nada, no estuvo presente en ni madres y preferiría que la atropellara un camión a que se vaya a reelegir las próximas votaciones, si la doña supiera operar una universidad y atender lo que le piden sus alumnos sería otra historia pero pinche inútil que solo sabe hacer sonideros culeros pero la parte de la educación ni una chingada.",neutra
25,8,7.7,puebla,femenino,más de 5 horas diarias,menos de una hora diaria,de 5 a 7 horas diarias,medio,no,otro medio,"por redes sociales,3ncuestas en el whatsapp ",pues me sentí presionada ya que algunos temas no los tenía claros de las materias y además tenía miedo de participar y tener algún tipo de represalias.,a favor,pues tranquila y con mucha presión ya que hay maestros que no les importo si aprendías o no ,a favor
25,9,9.1,cdmx,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,bajo,si,asambleas,,"lo veo de manera distinta porque ya voy a terminar. pero creo que el buscar cambios o mejoras dentro de la universidad le servirán los que van a entrar, así que me sentí bien.",a favor,"de la misma manera, no creo que haya sido algo perjudicial para la universidad.",a favor
28,0,8.1,veracruz,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,bajo,no,otro medio,"no participé, la universidad decidió aplicarme baja reglamentaria sin escuchar mi voz para defenderme.","indiferente, le guardaba un poco de rencor a la universidad en ese momento ya que no quisieron escuchar mi situación para evitar que se me aplicara la baja.",neutra,"indiferente, ni siquiera me enteré, ya había conseguido un empleo estable y bien pagado, para ese momento ya no sentía nada hacia la buap.",neutra
21,8,9.06,san pedro cholula ,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,menos de 5 horas diarias,medio,no,otro medio,"no tuve participación dentro del movimiento, ya que el tiempo que estuve en no ir a clases se manera presencial, use para trabajar en casa ","durante el movimiento estudiantil, no preste más atención que al tiempo el que estaba siendo ocupado, mismo que se cambió a clases en línea, siento que era algo de estrés al estar de manera virtual nuevamente ",neutra,"un poco aliviado una vez terminado, ya que regresar a lo normal en lo que estaba acostumbrado fue mejor que tratar de recuperar tiempo perdido en clases en línea ",neutra
20,6,9.1,puebla ,femenino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,solo viendo las asambleas ,al principio fue agobiante ya que no tenía idea del cuándo regresaríamos y sobretodo cómo regresaríamos. ,neutra,"de alguna u otra forma “aliviada” ya que al fin regresábamos a clases, pero sin duda aún tenía preocupación ya que debía de ver calificarían y que trabajos aún podía salvar ",neutra
25,8,9.1,veracruz,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 7 a 9 horas diarias,bajo,no,otro medio,no participé.,"decepcionado por la manera en que los medios, los directivos y los mismos compañeros que no participaron demeritaban el movimiento.",a favor,"enojado. la resolución se logró de manera poco eficiente, básicamente dejaron a los paristas sin otra opción. promesas vacías. ",neutra
22,8,8.8,puebla,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,bajo,no,otro medio,no hice una participación activa dentro del movimiento estudiantil. unicamente estuve al pendiente de lo que estaba sucediendo,"realmente no me afecto mucho, debido a nuestra carrera, la mayoria de las materias que estuve cursando, no encontraron dificultad para dar sus clases a distancia. en general, no cambio mucho con respecto a la situación habitual.",neutra,"al inicio me aprecia una buena causa pero realmente creo que hubo muchos problemas de por medio que genere que no tuviera demasiado interes en el paro. pero en general, creo que las cosas que se obtuvieron fueron de beneficio para la comunidad universitaria.",neutra
21,6,9.15,puebla,femenino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,alto,no,otro medio,compartiendo información ,por una parte sentía incertidumbre por no saber cómo y cuando regresariamos a clases o que pasaría con las materias pero por otra parte apoyaba el movimiento ya que las demandas de los estudiantes eran justas y relevantes para el contexto de la buap,a favor,me agrado que se pudo llegar a acuerdos para cumplir las peticiones de los alumnos y que en la facultad si cumplieran su acuerdo de cambiar las conexiones de las palapas,a favor
22,8,9.3,puebla ,masculino,de 1 a 3 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,participando en las clases en linea ,un poco frustrante ya que tenía que inscribir el servicio social y no se me permitía ,neutra,aliviado por poder concluir mis documentos ,neutra
21,8,8.75,puebla,masculino,menos de una hora diaria,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,si,otro medio,me unía algunas reuniones en línea ,"pues más relajado, aunque algunas materias dejaban demasiado trabajo y las que requerían prácticas presenciales no se podían hacer entonces había una equivalencia por así decirlo.",neutra,un poco mejor por qué habilitaron los servicios en específico estaba esperando que activaran de nuevo autoservicios.,neutra
21,8,8.0,puebla ,masculino,de 3 a 5 horas diarias 2,menos de una hora diaria,menos de 5 horas diarias,alto,no,otro medio,no participe,inconforme ,a favor,inconforme,neutra
24,12,8.8,puebla,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,no participé ,"extraño, como un deja vu, ya que yo viví algo parecido en el 2020 en apenas mi segundo semestre ",neutra,aliviado,neutra
20,5,8.5,teziutlán,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,no,otro medio,"no estuve involucrado en el paro estudiantil, tan solo me límite a estar atento a lo que se llegaba en las mesas de diálogo","considero correcto que se haya realizado, ya que hay cosas que se deberían de cambiar, ya era momento de que se alzara la voz.",a favor,"personalmente sentí que se lograría algo, y aunque sí, cosas como por ejemplo que aveces no hay agua, o que ciertos docentes cancelan sus clases sin estos avisar continúan.",neutra
24,8,9.2,tecamachalco ,masculino,de 3 a 5 horas diarias 2,de 3 a 5 horas diarias,de 5 a 7 horas diarias,bajo,no,otro medio,no participe,me sentí frustrado hasta cierto punto debido a que no pude concretar ciertos trámites ls ,a favor,pues siento que no se logro todo lo que se esperaba ,a favor
24,8,7.0,xicotepec ,femenino,más de 5 horas diarias,de 3 a 5 horas diarias,de 5 a 7 horas diarias,alto,no,otro medio,no participe,pues estresada de no ir a la uni y la falta de comunicación ,a favor,algo satisfecha esperando que se respeten los acuerdos,a favor
22,8,7.5,puebla ,femenino,de 3 a 5 horas diarias 2,de 1 a 3 horas diarias,de 7 a 9 horas diarias,medio,si,otro medio,solo contestando si y no en las asambleas o mesas de diálogo ,"pues un poco abrumada, debido a que no sabía cuánto tiempo estaríamos en paro",neutra,"pues no sentí que logramos algo, pero regresar a clases presenciales fue lo mejor ",neutra
20,5,8.1,tlaxcala ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 5 a 7 horas diarias,medio,si,asambleas,,"me sentí intrigado porque no sabía que iba a pasar , si la gente que se encontraba al frente de todo estaba haciendo las cosas correctamente ",neutra,un poco satisfecho ya que después de este movimento si se empezaron a notar cambios dentro de la universidad ,neutra
21,7,7.8,tlaxcala ,masculino,de 1 a 3 horas diarias,de 1 a 3 horas diarias,de 7 a 9 horas diarias,bajo,no,otro medio,no pude por la distancia que estoy de la escuela ,esperando que haya resultados ,neutra,dudoso por lo inconcluso ,neutra
23,8,8.4,puebla ,masculino,de 3 a 5 horas diarias 2,de 3 a 5 horas diarias,de 5 a 7 horas diarias,alto,si,otro medio,"estuve ayudando a la chica que estaba coordinando, la clasista creo que le llamaron así. ","un poco abrumado ya que había que estar checando todo, desde guardias hasta las mesas de diálogo que había, también que comieran todos los integrantes que participaban y así todo estar en orden.",neutra,un poco neutro ya que no se esperaba la respuesta que teníamos en mente pero pues se trató de llegar a un acuerdo,neutra
